,i,t,x,v,E,EKS,ekin,ekin_u
638,638,3190,"[[0.11321728 0.11321728 0.11321728]
 [2.45178272 2.45178272 2.45178272]]","[[ 0.0002173  0.0002173  0.0002173]
 [-0.0002173 -0.0002173 -0.0002173]]",-8.241584410692326,-8.24887008851935,0.007252112138115964,3.3565688906567156e-05
639,639,3195,"[[0.11430199 0.11430199 0.11430199]
 [2.45069801 2.45069801 2.45069801]]","[[ 0.00021656  0.00021656  0.00021656]
 [-0.00021656 -0.00021656 -0.00021656]]",-8.241584409987944,-8.24882115667061,0.007203432399673856,3.3314282993406866e-05
640,640,3200,"[[0.11538293 0.11538293 0.11538293]
 [2.44961707 2.44961707 2.44961707]]","[[ 0.00021579  0.00021579  0.00021579]
 [-0.00021579 -0.00021579 -0.00021579]]",-8.24158440912116,-8.248769522404956,0.0071520591198213895,3.305416397479599e-05
641,641,3205,"[[0.1164599 0.1164599 0.1164599]
 [2.4485401 2.4485401 2.4485401]]","[[ 0.00021497  0.00021497  0.00021497]
 [-0.00021497 -0.00021497 -0.00021497]]",-8.241584408105433,-8.248715206469091,0.007098019015787722,3.277934787004002e-05
642,642,3210,"[[0.11753267 0.11753267 0.11753267]
 [2.44746733 2.44746733 2.44746733]]","[[ 0.00021411  0.00021411  0.00021411]
 [-0.00021411 -0.00021411 -0.00021411]]",-8.241584406918953,-8.248658232007351,0.007041341442725039,3.2483645671131226e-05
643,643,3215,"[[0.11860104 0.11860104 0.11860104]
 [2.44639896 2.44639896 2.44639896]]","[[ 0.00021321  0.00021321  0.00021321]
 [-0.00021321 -0.00021321 -0.00021321]]",-8.241584405563707,-8.24859862483064,0.0069820556561325225,3.216361079981839e-05
644,644,3220,"[[0.11966479 0.11966479 0.11966479]
 [2.44533521 2.44533521 2.44533521]]","[[ 0.00021226  0.00021226  0.00021226]
 [-0.00021226 -0.00021226 -0.00021226]]",-8.241584404054928,-8.248536413381093,0.006920189389467948,3.181993669557157e-05
645,645,3225,"[[0.12072369 0.12072369 0.12072369]
 [2.44427631 2.44427631 2.44427631]]","[[ 0.00021127  0.00021127  0.00021127]
 [-0.00021127 -0.00021127 -0.00021127]]",-8.241584402383147,-8.248471628527506,0.0068557701073574655,3.145603700095192e-05
646,646,3230,"[[0.12177753 0.12177753 0.12177753]
 [2.44322247 2.44322247 2.44322247]]","[[ 0.00021024  0.00021024  0.00021024]
 [-0.00021024 -0.00021024 -0.00021024]]",-8.24158440055825,-8.24840430365904,0.006788827681839057,3.107541895101069e-05
647,647,3235,"[[0.12282609 0.12282609 0.12282609]
 [2.44217391 2.44217391 2.44217391]]","[[ 0.00020916  0.00020916  0.00020916]
 [-0.00020916 -0.00020916 -0.00020916]]",-8.24158439858813,-8.248334474555923,0.006719395855805035,3.0680111988565236e-05
648,648,3240,"[[0.12386915 0.12386915 0.12386915]
 [2.44113085 2.44113085 2.44113085]]","[[ 0.00020804  0.00020804  0.00020804]
 [-0.00020804 -0.00020804 -0.00020804]]",-8.241584396446827,-8.248262179314333,0.006647510643558426,3.0272223947261594e-05
649,649,3245,"[[0.12490649 0.12490649 0.12490649]
 [2.44009351 2.44009351 2.44009351]]","[[ 0.00020687  0.00020687  0.00020687]
 [-0.00020687 -0.00020687 -0.00020687]]",-8.241584394116606,-8.248187458706163,0.006573206523793966,2.9858065763363682e-05
650,650,3250,"[[0.12593789 0.12593789 0.12593789]
 [2.43906211 2.43906211 2.43906211]]","[[ 0.00020566  0.00020566  0.00020566]
 [-0.00020566 -0.00020566 -0.00020566]]",-8.241584391587745,-8.248110356480879,0.006496514394876833,2.9450498257565118e-05
651,651,3255,"[[0.12696313 0.12696313 0.12696313]
 [2.43803687 2.43803687 2.43803687]]","[[ 0.00020441  0.00020441  0.00020441]
 [-0.00020441 -0.00020441 -0.00020441]]",-8.24158438887167,-8.248030919490992,0.006417464924978115,2.906569434419752e-05
652,652,3260,"[[0.12798198 0.12798198 0.12798198]
 [2.43701802 2.43701802 2.43701802]]","[[ 0.00020311  0.00020311  0.00020311]
 [-0.00020311 -0.00020311 -0.00020311]]",-8.241584385980705,-8.24794919752168,0.006336096357647616,2.871518332697014e-05
653,653,3265,"[[0.12899422 0.12899422 0.12899422]
 [2.43600578 2.43600578 2.43600578]]","[[ 0.00020176  0.00020176  0.00020176]
 [-0.00020176 -0.00020176 -0.00020176]]",-8.241584382892563,-8.247865243140495,0.006252461471492004,2.839877643928747e-05
654,654,3270,"[[0.12999962 0.12999962 0.12999962]
 [2.43500038 2.43500038 2.43500038]]","[[ 0.00020037  0.00020037  0.00020037]
 [-0.00020037 -0.00020037 -0.00020037]]",-8.24158437961886,-8.24777911194419,0.006166628190291872,2.8104135039118956e-05
655,655,3275,"[[0.13099797 0.13099797 0.13099797]
 [2.43400203 2.43400203 2.43400203]]","[[ 0.00019894  0.00019894  0.00019894]
 [-0.00019894 -0.00019894 -0.00019894]]",-8.24158437620497,-8.247690862357993,0.006078672682521202,2.781347050112609e-05
656,656,3280,"[[0.13198903 0.13198903 0.13198903]
 [2.43301097 2.43301097 2.43301097]]","[[ 0.00019746  0.00019746  0.00019746]
 [-0.00019746 -0.00019746 -0.00019746]]",-8.24158437265589,-8.247600554981489,0.005988669829814865,2.7512495783020242e-05
657,657,3285,"[[0.13297259 0.13297259 0.13297259]
 [2.43202741 2.43202741 2.43202741]]","[[ 0.00019594  0.00019594  0.00019594]
 [-0.00019594 -0.00019594 -0.00019594]]",-8.241584368948153,-8.24750825248797,0.005896688325817799,2.719521399834444e-05
658,658,3290,"[[0.13394842 0.13394842 0.13394842]
 [2.43105158 2.43105158 2.43105158]]","[[ 0.00019437  0.00019437  0.00019437]
 [-0.00019437 -0.00019437 -0.00019437]]",-8.241584365077104,-8.247414019944474,0.005802793522224555,2.6861345145006958e-05
659,659,3295,"[[0.13491632 0.13491632 0.13491632]
 [2.43008368 2.43008368 2.43008368]]","[[ 0.00019276  0.00019276  0.00019276]
 [-0.00019276 -0.00019276 -0.00019276]]",-8.241584361045389,-8.247317924904355,0.0057070544007386936,2.6509458226495613e-05
660,660,3300,"[[0.13587606 0.13587606 0.13587606]
 [2.42912394 2.42912394 2.42912394]]","[[ 0.00019111  0.00019111  0.00019111]
 [-0.00019111 -0.00019111 -0.00019111]]",-8.241584356834078,-8.247220037418407,0.005609548091739024,2.6132492588844334e-05
661,661,3305,"[[0.13682741 0.13682741 0.13682741]
 [2.42817259 2.42817259 2.42817259]]","[[ 0.00018941  0.00018941  0.00018941]
 [-0.00018941 -0.00018941 -0.00018941]]",-8.2415843524283,-8.247120430310485,0.005510358206644676,2.5719675541436106e-05
662,662,3310,"[[0.13777018 0.13777018 0.13777018]
 [2.42722982 2.42722982 2.42722982]]","[[ 0.00018767  0.00018767  0.00018767]
 [-0.00018767 -0.00018767 -0.00018767]]",-8.241584347855293,-8.24701917937516,0.00540956878534423,2.5262734523048928e-05
663,663,3315,"[[0.13870413 0.13870413 0.13870413]
 [2.42629587 2.42629587 2.42629587]]","[[ 0.00018589  0.00018589  0.00018589]
 [-0.00018589 -0.00018589 -0.00018589]]",-8.241584343144824,-8.24691636297711,0.005307259105268892,2.4760727016606388e-05
664,664,3320,"[[0.13962907 0.13962907 0.13962907]
 [2.42537093 2.42537093 2.42537093]]","[[ 0.00018406  0.00018406  0.00018406]
 [-0.00018406 -0.00018406 -0.00018406]]",-8.241584338290082,-8.246812061613197,0.005203503217412876,2.4220105702505544e-05
665,665,3325,"[[0.14054476 0.14054476 0.14054476]
 [2.42445524 2.42445524 2.42445524]]","[[ 0.00018219  0.00018219  0.00018219]
 [-0.00018219 -0.00018219 -0.00018219]]",-8.24158433329136,-8.246706357953855,0.005098373437723782,2.3651224770669035e-05
666,666,3330,"[[0.14145101 0.14145101 0.14145101]
 [2.42354899 2.42354899 2.42354899]]","[[ 0.00018028  0.00018028  0.00018028]
 [-0.00018028 -0.00018028 -0.00018028]]",-8.241584328150163,-8.246599336852572,0.004991943865648015,2.3064836762740757e-05
667,667,3335,"[[0.14234759 0.14234759 0.14234759]
 [2.42265241 2.42265241 2.42265241]]","[[ 0.00017833  0.00017833  0.00017833]
 [-0.00017833 -0.00017833 -0.00017833]]",-8.241584322850095,-8.246491085351181,0.004884291288388358,2.24712126982531e-05
668,668,3340,"[[0.14323428 0.14323428 0.14323428]
 [2.42176572 2.42176572 2.42176572]]","[[ 0.00017633  0.00017633  0.00017633]
 [-0.00017633 -0.00017633 -0.00017633]]",-8.241584317388618,-8.246381692895017,0.0047754943504749155,2.1881155924038705e-05
669,669,3345,"[[0.14411089 0.14411089 0.14411089]
 [2.42088911 2.42088911 2.42088911]]","[[ 0.00017429  0.00017429  0.00017429]
 [-0.00017429 -0.00017429 -0.00017429]]",-8.241584311777613,-8.246271251369178,0.004665633560810723,2.1306030754695132e-05
670,670,3350,"[[0.14497719 0.14497719 0.14497719]
 [2.42002281 2.42002281 2.42002281]]","[[ 0.00017221  0.00017221  0.00017221]
 [-0.00017221 -0.00017221 -0.00017221]]",-8.241584306038646,-8.246159854900148,0.004554793608533738,2.0755252966461052e-05
671,671,3355,"[[0.14583297 0.14583297 0.14583297]
 [2.41916703 2.41916703 2.41916703]]","[[ 0.00017008  0.00017008  0.00017008]
 [-0.00017008 -0.00017008 -0.00017008]]",-8.241584300201271,-8.246047599510465,0.004443067117302665,2.0232191890825392e-05
672,672,3360,"[[0.14667801 0.14667801 0.14667801]
 [2.41832199 2.41832199 2.41832199]]","[[ 0.00016792  0.00016792  0.00016792]
 [-0.00016792 -0.00016792 -0.00016792]]",-8.241584294278923,-8.245934582670815,0.0043305570491122825,1.9731342780617507e-05
673,673,3365,"[[0.14751212 0.14751212 0.14751212]
 [2.41748788 2.41748788 2.41748788]]","[[ 0.00016571  0.00016571  0.00016571]
 [-0.00016571 -0.00016571 -0.00016571]]",-8.241584288261148,-8.245820903101079,0.004217375157599231,1.9239682331533018e-05
674,674,3370,"[[0.14833508 0.14833508 0.14833508]
 [2.41666492 2.41666492 2.41666492]]","[[ 0.00016346  0.00016346  0.00016346]
 [-0.00016346 -0.00016346 -0.00016346]]",-8.241584282141352,-8.245706660900199,0.004103636588844112,1.8742170002694672e-05
675,675,3375,"[[0.14914669 0.14914669 0.14914669]
 [2.41585331 2.41585331 2.41585331]]","[[ 0.00016117  0.00016117  0.00016117]
 [-0.00016117 -0.00016117 -0.00016117]]",-8.241584275915747,-8.245591957658991,0.003989453569746231,1.822817349873155e-05
676,676,3380,"[[0.14994674 0.14994674 0.14994674]
 [2.41505326 2.41505326 2.41505326]]","[[ 0.00015884  0.00015884  0.00015884]
 [-0.00015884 -0.00015884 -0.00015884]]",-8.241584269575325,-8.24547689654073,0.003874931609299136,1.7695356104730917e-05
677,677,3385,"[[0.15073505 0.15073505 0.15073505]
 [2.41426495 2.41426495 2.41426495]]","[[ 0.00015647  0.00015647  0.00015647]
 [-0.00015647 -0.00015647 -0.00015647]]",-8.241584263133111,-8.245361582381202,0.0037601699142640033,1.7149333827132574e-05
678,678,3390,"[[0.15151141 0.15151141 0.15151141]
 [2.41348859 2.41348859 2.41348859]]","[[ 0.00015406  0.00015406  0.00015406]
 [-0.00015406 -0.00015406 -0.00015406]]",-8.241584256609102,-8.245246121493109,0.0036452653595448396,1.6599524462078846e-05
679,679,3395,"[[0.15227563 0.15227563 0.15227563]
 [2.41272437 2.41272437 2.41272437]]","[[ 0.00015161  0.00015161  0.00015161]
 [-0.00015161 -0.00015161 -0.00015161]]",-8.24158424998119,-8.24513062142418,0.0035303174926433942,1.6053950344725346e-05
680,680,3400,"[[0.1530275 0.1530275 0.1530275]
 [2.4119725 2.4119725 2.4119725]]","[[ 0.00014912  0.00014912  0.00014912]
 [-0.00014912 -0.00014912 -0.00014912]]",-8.241584243246159,-8.245015191240388,0.0034154314516774134,1.551654255190528e-05
681,681,3405,"[[0.15376684 0.15376684 0.15376684]
 [2.41123316 2.41123316 2.41123316]]","[[ 0.0001466  0.0001466  0.0001466]
 [-0.0001466 -0.0001466 -0.0001466]]",-8.241584236479298,-8.244899941510022,0.0033007169997342142,1.4988030990230504e-05
682,682,3410,"[[0.15449346 0.15449346 0.15449346]
 [2.41050654 2.41050654 2.41050654]]","[[ 0.00014403  0.00014403  0.00014403]
 [-0.00014403 -0.00014403 -0.00014403]]",-8.241584229730517,-8.244784983224411,0.0031862847711202178,1.446872277422417e-05
683,683,3415,"[[0.15520717 0.15520717 0.15520717]
 [2.40979283 2.40979283 2.40979283]]","[[ 0.00014143  0.00014143  0.00014143]
 [-0.00014143 -0.00014143 -0.00014143]]",-8.241584222972076,-8.244670427060267,0.0030722430956040005,1.3960992587294497e-05
684,684,3420,"[[0.15590778 0.15590778 0.15590778]
 [2.40909222 2.40909222 2.40909222]]","[[ 0.00013879  0.00013879  0.00013879]
 [-0.00013879 -0.00013879 -0.00013879]]",-8.24158421620201,-8.244556383676723,0.002958698182198866,1.3469292513535113e-05
685,685,3425,"[[0.1565951 0.1565951 0.1565951]
 [2.4084049 2.4084049 2.4084049]]","[[ 0.00013612  0.00013612  0.00013612]
 [-0.00013612 -0.00013612 -0.00013612]]",-8.241584209413386,-8.244442963789682,0.0028457574919057167,1.2996884390737071e-05
686,686,3430,"[[0.15726896 0.15726896 0.15726896]
 [2.40773104 2.40773104 2.40773104]]","[[ 0.00013341  0.00013341  0.00013341]
 [-0.00013341 -0.00013341 -0.00013341]]",-8.241584202552804,-8.244330278337364,0.0027335334580091157,1.2542326549551744e-05
687,687,3435,"[[0.15792918 0.15792918 0.15792918]
 [2.40707082 2.40707082 2.40707082]]","[[ 0.00013066  0.00013066  0.00013066]
 [-0.00013066 -0.00013066 -0.00013066]]",-8.241584195626025,-8.244218439210682,0.002622144439897077,1.2099144759472398e-05
688,688,3440,"[[0.15857557 0.15857557 0.15857557]
 [2.40642443 2.40642443 2.40642443]]","[[ 0.00012788  0.00012788  0.00012788]
 [-0.00012788 -0.00012788 -0.00012788]]",-8.241584188692196,-8.24410755917058,0.0025117120883056186,1.1658390079135208e-05
689,689,3445,"[[0.15920798 0.15920798 0.15920798]
 [2.40579202 2.40579202 2.40579202]]","[[ 0.00012507  0.00012507  0.00012507]
 [-0.00012507 -0.00012507 -0.00012507]]",-8.241584181769955,-8.243997751025534,0.0024023571941074536,1.1212061471495346e-05
690,690,3450,"[[0.15982623 0.15982623 0.15982623]
 [2.40517377 2.40517377 2.40517377]]","[[ 0.00012222  0.00012222  0.00012222]
 [-0.00012222 -0.00012222 -0.00012222]]",-8.241584174893196,-8.243889127277365,0.002294196968745654,1.0755415422370594e-05
691,691,3455,"[[0.16043016 0.16043016 0.16043016]
 [2.40456984 2.40456984 2.40456984]]","[[ 0.00011934  0.00011934  0.00011934]
 [-0.00011934 -0.00011934 -0.00011934]]",-8.241584168121795,-8.24378179955427,0.002187344987483285,1.0286444991698071e-05
692,692,3460,"[[0.1610196 0.1610196 0.1610196]
 [2.4039804 2.4039804 2.4039804]]","[[ 0.00011643  0.00011643  0.00011643]
 [-0.00011643 -0.00011643 -0.00011643]]",-8.241584161427395,-8.243675877810619,0.0020819125966448394,9.803786578787883e-06
693,693,3465,"[[0.16159441 0.16159441 0.16159441]
 [2.40340559 2.40340559 2.40340559]]","[[ 0.00011348  0.00011348  0.00011348]
 [-0.00011348 -0.00011348 -0.00011348]]",-8.241584154745748,-8.2435714707157,0.0019780096614934765,9.30630845826803e-06
694,694,3470,"[[0.16215444 0.16215444 0.16215444]
 [2.40284556 2.40284556 2.40284556]]","[[ 0.00011051  0.00011051  0.00011051]
 [-0.00011051 -0.00011051 -0.00011051]]",-8.241584148086318,-8.243468686540247,0.001875743733918139,8.794720010654638e-06
695,695,3475,"[[0.16269952 0.16269952 0.16269952]
 [2.40230048 2.40230048 2.40230048]]","[[ 0.00010751  0.00010751  0.00010751]
 [-0.00010751 -0.00010751 -0.00010751]]",-8.241584141481399,-8.243367633073067,0.0017752185235947755,8.27306807480426e-06
696,696,3480,"[[0.16322953 0.16322953 0.16322953]
 [2.40177047 2.40177047 2.40177047]]","[[ 0.00010448  0.00010448  0.00010448]
 [-0.00010448 -0.00010448 -0.00010448]]",-8.241584134938812,-8.24326841715554,0.0016765331544747835,7.749062253349768e-06
697,697,3485,"[[0.1637443 0.1637443 0.1637443]
 [2.4012557 2.4012557 2.4012557]]","[[ 0.00010142  0.00010142  0.00010142]
 [-0.00010142 -0.00010142 -0.00010142]]",-8.241584128480026,-8.243171144515065,0.0015797831012014751,7.23293383764086e-06
698,698,3490,"[[0.16424371 0.16424371 0.16424371]
 [2.40075629 2.40075629 2.40075629]]","[[ 9.83310377e-05  9.83310377e-05  9.83310377e-05]
 [-9.83310377e-05 -9.83310377e-05 -9.83310377e-05]]",-8.241584122125822,-8.243075919450852,0.0014850626004260462,6.734724603102318e-06
699,699,3495,"[[0.16472761 0.16472761 0.16472761]
 [2.40027239 2.40027239 2.40027239]]","[[ 9.521617e-05  9.521617e-05  9.521617e-05]
 [-9.521617e-05 -9.521617e-05 -9.521617e-05]]",-8.241584115896682,-8.242982844508553,0.0013924670682767088,6.2615435945494835e-06
700,700,3500,"[[0.16519587 0.16519587 0.16519587]
 [2.39980413 2.39980413 2.39980413]]","[[ 9.20745041e-05  9.20745041e-05  9.20745041e-05]
 [-9.20745041e-05 -9.20745041e-05 -9.20745041e-05]]",-8.24158410983571,-8.242892020130215,0.0013020938673010745,5.816427204396613e-06
701,701,3505,"[[0.16564836 0.16564836 0.16564836]
 [2.39935164 2.39935164 2.39935164]]","[[ 8.89067965e-05  8.89067965e-05  8.89067965e-05]
 [-8.89067965e-05 -8.89067965e-05 -8.89067965e-05]]",-8.241584103939035,-8.24280354404248,0.001214041242449183,5.398860996695986e-06
702,702,3510,"[[0.16608494 0.16608494 0.16608494]
 [2.39891506 2.39891506 2.39891506]]","[[ 8.57138579e-05  8.57138579e-05  8.57138579e-05]
 [-8.57138579e-05 -8.57138579e-05 -8.57138579e-05]]",-8.241584098133812,-8.242717511362498,0.0011284065591089353,5.0066695758216755e-06
703,703,3515,"[[0.1665055 0.1665055 0.1665055]
 [2.3984945 2.3984945 2.3984945]]","[[ 8.24965126e-05  8.24965126e-05  8.24965126e-05]
 [-8.24965126e-05 -8.24965126e-05 -8.24965126e-05]]",-8.241584092409076,-8.242634015597453,0.0010452849481260309,4.63824025114151e-06
704,704,3520,"[[0.1669099 0.1669099 0.1669099]
 [2.3980901 2.3980901 2.3980901]]","[[ 7.92555906e-05  7.92555906e-05  7.92555906e-05]
 [-7.92555906e-05 -7.92555906e-05 -7.92555906e-05]]",-8.241584086820389,-8.242553148826856,0.0009647689776922865,4.293028775158204e-06
705,705,3525,"[[0.16729805 0.16729805 0.16729805]
 [2.39770195 2.39770195 2.39770195]]","[[ 7.59919595e-05  7.59919595e-05  7.59919595e-05]
 [-7.59919595e-05 -7.59919595e-05 -7.59919595e-05]]",-8.241584081404243,-8.242475000919168,0.0008869493163317866,3.970198592958513e-06
706,706,3530,"[[0.16766982 0.16766982 0.16766982]
 [2.39733018 2.39733018 2.39733018]]","[[ 7.27065715e-05  7.27065715e-05  7.27065715e-05]
 [-7.27065715e-05 -7.27065715e-05 -7.27065715e-05]]",-8.241584076178102,-8.242399658951946,0.0008119155290756422,3.667244769052028e-06
